Words			Original Roots		Predicted roots
شرکت		شرکت			شرکتففففف
کی		کر			کا
۔		۔			۔
شیخ		شیخ			شیخپپ
امتیاز		امتیاز			امتیاز
علی		علی			علی
،		،			،
شیخ		شیخ			شیخپپ
فیروز		فیروز			فیروز
علی		علی			علی
برادران		برادر			برادراند
عروس		عروس			عروس
اور		اور			اور
اقربا		قَرِیبی			اقربا
خاندان		خاندان			خاندان
نے		نے			نے
مہمانوں		مہمان			مہمان
کا		کا			کا
استقبال		استقبال			استقبال
کیا		کر			کر
۔		۔			۔
مستقر		مستقر			مستقر
گمبھی		گمبھی			گمبھی
راؤ		راو			راؤ
پیٹ		پیٹ			پیٹ
کے		کا			کا
گاندھی		گاندھی			گاندھی
چوراہے		چوراہا			چوراہاےےےےے
پر		پر			پر
آج		آج			آج
شام		شام			شام
چھ		چھ			چھ
بجے		بجے			بج
محکمہ		محکمہ			محکمہہ
پولیس		پولیس			پولیس
کی		کا			کا
جانب		جانب			جانب
سے		سے			سے
قائم_کردہ		قائم_کردہ			قائم_کردہ
آبدار		آبدار			آبدارہ
خانہ		خانہ			خانہ
کا		کا			کا
افتتاح		افتتاح			افتتاح
ڈی		ڈی			ڈی
ایس		ایس			ایس
پی		پی			پی
اے		اے			اے
بھاسکر		بھاسکر			بھاسکر
کے		کا			کا
ہاتھوں		ہاتھ			ہاتھ
عمل		عمل			عمل
مےں		مےں			مےں
آیا		آ			آ
۔		۔			۔
اس		یہ			یہ
موقع		موقع			موقع
پر		پر			پر
انہوں		وہ			وہ
نے		نے			نے
موسم		موسم			موسم
گرما		گرما			گرما
کے		کے			کا
دوران		دوران			دوران
عوام		عام			عوام
و		و			و
بالخصوص		بالخصوص			بالخصوص
مسافروں		مسافر			مسافر
کو		کو			کو
ٹھنڈے		ٹھنڈا			ٹھنڈے
پانی		پانی			پانی
کی		کا			کا
سربراہی		سربراہی			سربراہیہ
کار		کار			کارر
خیر		خیر			خیر
قرار		قرار			قرارر
دیا		دے			دے
۔		۔			۔
محمد		محمد			محمدد
توصیف		توصیف			توصیف
الدین		الدین			الدین
شاداب		شاداب			شادابا
آرگنائزر		آرگنائزر			آرگنائزر
جونیر		جونیر			جونیر
اسوسی_ایٹ		اسوسی_ایٹ			اسوسی_ائٹ
سرکل		سرکل			سرکلل
کورٹلہ		کورٹلہ			کورٹلہف
یونٹ		یونٹ			یونٹ
کے		کے			کا
بموجب		بموجب			بموجب
ایس		ایس			ایس
آئی		آئی			آئی
او		او			او
کورٹلہ		کورٹلہ			کورٹلہف
یونٹ		یونٹ			یونٹ
کے		کا			کا
زیر		زیر			زیریی
اہتمام		اہتمام			اہتمام
یکم		یکم			یکم
تا		تا			تا
20		20			20
مئی		مئی			مئی
گرمائی		گرما			گرماہ
دینی		دینی			دینیی
کلاسیس		کلاس			کلاسیس
کا		کا			کا
اہتمام		اہتمام			اہتمام
کیا		کر			کر
جا		جا			جا
رہا		رہ			رہ
ہے		ہے			ہے
۔		۔			۔
علاوہ_ازیں		علاوہ			علاوہ_از
اسپوکن		اسپوکن			اسپوکن
انگلش		انگلش			انگلشگ
کی		کا			کا
کلاس		کلاس			کلاس
و		و			و
کمپیوٹر		کمپیوٹر			کمپیوررس
کے		کا			کا
تعارفی		تعارفی			تعارفی
کلاسیس		کلاسیس			کلاسیس
بھی		بھی			بھی
چلائی		چلا			چلا
جائیں_گی		جا			جا
۔		۔			۔
ان		یہ			یہ
کلاسیس		کلاسیس			کلاسیس
مےں		مےں			مےں
علمائے		علمائے			علمائے
کرام		کرام			کرام
و		و			و
اہل		اہل			اہل
علم		علم			علم
سے		سے			سے
استفادہ		استفادہ			استفادہ
کیا		کر			کر
جائےگا		جا			جا
۔		۔			۔
کلاسیس		کلاسیس			کلاسیس
یکم		یکم			یکم
مئی		مئی			مئی
تا		تا			تا
20		20			20
مئی		مئی			مئی
روزانہ		روزانہ			روزانہ
صبح		صبح			صبح
8.30		8.30			9330
تا		تا			تا
10.30		10.30			10330
بجے		بج			بج
ایس		ایس			ایس
آئی		آئی			آئی
او		او			او
آفس		آفس			آفس
روبرو		روبرو			روبرو
جامع		جامع			جامع
مسجد		مسجد			مسجد
محلہ		محلہ			محلہہ
بنڈہ		بنڈہ			بنڈہ
پلی		پلی			پل
مےں		مےں			مےں
منعقد		منعقد			منعقد
ہوں_گی		ہے			ہو
۔		۔			۔
کلاسیس		کلاسیس			کلاسیس
کے		کا			کا
اختتام		اختتام			اختتام
پر		پر			پر
امتحانات		امتحان			امتحان
منعقد		منعقد			منعقد
کئے		کر			کرئ
جائیں_گے		جا			جا
اور		اور			اور
پُرکشش		پُرکشش			پسرششش
انعامات		انعام			انعام
سے		سے			سے
نوازے		نوازا			نوازے
جائےگا		جا			جا
۔		۔			۔
بودھن		بودھن			بودھنمممم
ٹاؤن		ٹاؤن			ٹاؤن
صدر		صدر			صدر
ٹی		ٹی			ٹی
آر		آر			آر
ایس		ایس			ایس
جناب		جناب			جناب
عبدالرزاق		عبدالرزاق			عبدارائ
نے		نے			نے
انسانی		انسانی			انسانی
حقوق		حقوق			حق
کمیشن		کمیشن			کمیشن
آندھراپردیش		آندھراپردیش			آندھراپردیش
کے		کا			کا
نام		نام			نام
تحریرکردہ		تحریرکردہ			تحریرکردہ
اپنے		اپنا			اپنا
مکتوب		مکتوب			مکتوب
مےں		مےں			مےں
انھوں		وہ			وہ
نے		نے			نے
حلقہ		حلقہ			حلقہ
اسمبلی		اسمبلی			اسمبلی
بودھن		بودھن			بودھنمممم
مےں		مےں			مےں
ضامن		ضامن			ضامن
روزگار		روزگار			روزگار
اسکیم		اسکیم			اسکیم
کے		کے			کا
تحت		تحت			تحتفففح
مزدوروں		مزدور			مزدور
کو		کو			کو
تقسیم		تقسیم			تقسیم
کے		کے			کا
لئے		لئے			لئے
مختص_کردہ		مختص_کردہ			مختص_کددہ
رقم		رقم			رقم
اےک		اےک			اےک
کروڑ		کروڑ			کروڑڑ
67		67			67
لاکھ		لاکھ			لاکھ
روپئے		روپیہ			روپیہررہہہہ
مبینہ		مبینہ			مبینہی
طور		طور			طور
پر		پر			پر
تغلب		تغلب			تغلبببببب
کرنے		کر			کر
کا		کا			کا
سرکاری		سرکاری			سرکاری
عہدہ_داروں		عہدہ_دار			عہدہ_دار
اور		اور			اور
قائدین		قائد			قائد
پر		پر			پر
الزام		الزام			الزام
عائد		عائد			عائد
کیا		کر			کر
۔		۔			۔
مسٹر		مسٹر			مسٹر
عبدالرزاق		عبدالرزاق			عبدارائ
نے		نے			نے
انسانی		انسانی			انسانی
حقوق		حق			حق
کمیشن		کمیشن			کمیشن
کو		کو			کو
بتایا		بتا			بتا
کہ		کہ			کہ
مزدوروں		مزدور			مزدور
اور		اور			اور
عوامی		عوامی			عوامی
کاموں		کام			کام
کے		کا			کا
نام		نام			نام
پر		پر			پر
حلقہ		حلقہ			حلقہ
اسمبلی		اسمبلی			اسمبلی
بودھن		بودھن			بودھنمممم
مےں		مےں			مےں
اتنی		اتنی			اتنی
خطیر		خطیر			خطیری
رقم		رقم			رقم
کا		کا			کا
مبینہ		مبینہ			مبینہی
طور		طور			طور
پر		پر			پر
تغلب		تغلب			تغلبببببب
کا		کا			کا
انکشاف		انکشاف			انکشاف
ہونے		ہو			ہو
کے		کے			کا
بعد		بعد			بعد
مقامی		مقامی			مقامی
رکن		رکن			رکن
اسمبلی		اسمبلی			اسمبلی
و		و			و
ریاستی		ریاستی			ریاستی
وزیر		وزیر			وزیر
مسٹر		مسٹر			مسٹر
پی		پی			پی
سدرشن		سدرشن			سدرشن
ریڈی		ریڈی			ریڈیی
کے		کا			کا
کان		کان			کان
پر		پر			پر
جوں		جوں			جوں
تک		تک			تک
نہیں		نہیں			نہیں
دوڑی		دوڑ			دوڑی
بلکہ		بلکہ			بلکہہ
مسٹر		مسٹر			مسٹر
سدرشن		سدرشن			سدرشن
ریڈی		ریڈی			ریڈیی
نے		نے			نے
ان		یہ			یہ
مشتبہ		مشتبہ			مشتبہ
قائدین		قائد			قائد
کو		کو			کو
نامزد		نامزد			نامزد
عہدے		عہدہ			عہدہہ
فراہم		فراہم			فراہمہہ
کرنے		کر			کر
حکومت		حکومت			حکومت
سے		سے			سے
سفارش		سفارش			سفارش
کی		کر			کا
۔		۔			۔
مسٹر		مسٹر			مسٹر
عبدالرزاق		عبدالرزاق			عبدارائ
نے		نے			نے
انسانی		انسانی			انسانی
حقوق		حقوق			حق
کمیشن		کمیشن			کمیشن
سے		سے			سے
حلقہ		حلقہ			حلقہ
اسمبلی		اسمبلی			اسمبلی
بودھن		بودھن			بودھنمممم
مےں		مےں			مےں
جاری		جاری			جاری
مبینہ		مبینہ			مبینہی
بدعنوانیوں		بدعنوانی			بدعنوانی
اور		اور			اور
مزدوروں		مزدور			مزدور
کی		کا			کا
حق_تلفی		حق_تلفی			حقتتگ_ت
کے		کے			کا
خلاف		خلاف			خلاف
مثبت		مثبت			مثبتی
ردعمل		ردعمل			ردعمل_
کی		کا			کا
اپیل		اپیل			اپیل
کی		کر			کا
۔		۔			۔
مسٹر		مسٹر			مسٹر
عبدالرزاق		عبدالرزاق			عبدارائ
نے		نے			نے
سوشیل		سوشیل			سوشیل
آڈٹ		آڈٹ			آڈٹ
کی		کا			کا
نقل		نقل			نقل
بودھن		بودھن			بودھنمممم
پولیس		پولیس			پولیس
اسٹیشن		اسٹیشن			اسٹیشن
مےں		مےں			مےں
پیش		پیش			پیشش
کرتے		کر			کر
ہوئے		ہو			ہو
انھوں		وہ			وہ
نے		نے			نے
معاشی		معاشی			معاشی
جرائم		جرم			جرام
مےں		مےں			مےں
شامل		شامل			شامل
عہدہ_داروں		عہدہ_دار			عہدہ_دار
اور		اور			اور
قائدین		قائد			قائد
کے		کے			کا
خلاف		خلاف			خلاف
مقدمہ		مقدمہ			مقدمہددد
درج		درج			درج
کرنے		کر			کر
کی		کا			کا
خواہش		خواہش			خواہشہ
کی		کر			کا
۔		۔			۔
یہ		یہ			یہ
واضح		واضح			واضح
کرتے		کر			کر
ہوئے		ہو			ہو
کہ		کہ			کہ
صدر		صدر			صدر
بارک		بارک			بارکک
اوباما		اوباما			اوباما
ہند		ہند			ہندن
-		-			-
امریکہ		امریکہ			امریکہے
تعلقات		تعلق			تعلق
کو		کو			کو
ایشیا		ایشیا			ایشیا
مےں		مےں			مےں
امریکہ		امریکہ			امریکہے
کے		کے			کا
لئے		لئے			لئے
اہمیت		اہمیت			اہمیتت
کا		کا			کا
حامل		حامل			حامل
سمجھتے		سمجھ			سمجھ
ہےں		ہے			ہے
وائیٹ		وائیٹ			وائیٹ
ہاوز		اہمیت			ہاوز
نے		نے			نے
آج		آج			آج
کہا		کہہ			کہہ
کہ		کہ			کہ
امریکہ		امریکہ			امریکہے
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
اپنے		اپنا			اپنا
تعلقات		تعلق			تعلق
کو		کو			کو
مزید		مزید			مزید
گیرائی		گیرائی			گیرائیہ
عطا		عطا			عطا
کرنے		کر			کر
کے		کے			کا
تعلق		تعلق			تعلقللل
سے		سے			سے
پابند		پابند			پابند
ہے		ہے			ہے
اور		اور			اور
وہ		وہ			وہ
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
اپنی		اپنا			اپنا
ترجیحات		ترجیح			ترجیح
جاری		جاری			جاری
رکھےگا		رکھ			رکھ
۔		۔			۔
مسٹر		مسٹر			مسٹر
کارنی		کارنی			کارنی
کا		کا			کا
بیان		بیان			بیان
اس		یہ			یہ
بات		بات			بات
کو		کو			کو
ظاہر		ظاہر			ظاہرہہ
کرتا		کر			کر
ہے		ہے			ہے
کہ		کہ			کہ
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
تعلقات		تعلق			تعلق
کو		کو			کو
مستحکم		مستحکم			مستحکم
کرنے		کر			کر
مےں		مےں			مےں
اوباما		اوباما			اوباما
انتظامیہ		انتظامیہ			انتظامیہ
کے		کا			کا
عزائم		عزائم			عزائ
مےں		مےں			مےں
کسی		کسی			کوئییییییییییییییی
طرح		طرح			طرحر
کی		کا			کا
تبدیلی		تبدیلی			تبدیلیت
نہیں		نہیں			نہیں
آئی		آ			آئی
ہے		ہے			ہے
۔		۔			۔
حالانکہ		حالانکہ			حالانکہ
ہندوستان		ہندوستان			ہندوستانی
نے		نے			نے
دو		دو			دو
امریکی		امریکی			امریکی
کمپنیوں		کمپنی			کمپنی
بوئنگ		بوئنگ			بوئنگ
اور		اور			اور
لوک		لوک			لوک
ہیڈ		ہیڈ			ہیڈیییی
مارٹن		مارٹن			مارٹن
کو		کو			کو
126		126			126
لڑاکا		لڑاکا			لڑاکا
طیارے		طیارہ			طیارہے
حاصل		حاصل			حاصل
کرنے		کر			کر
کی		کا			کا
معاملت		معاملت			معاملتت
سے		سے			سے
خارج		خارج			خارج
کر		کر			کر
دیا		دے			دے
ہے		ہے			ہے
۔		۔			۔
امریکی		امریکی			امریکی
محکمہ		محکمہ			محکمہہ
دفاع		دفاع			دفاع
پنٹگان		پنٹگان			پنڈگان
اور		اور			اور
امریکی		امریکی			امریکی
سفیر		سفیر			سفیر
برائے		برائے			برائے
ہند		ہند			ہندن
مسٹر		مسٹر			مسٹر
ٹموتھی		ٹموتھی			ٹموتھ
ریومر		ریومر			ریومر
نے		نے			نے
ہندوستان		ہندوستان			ہندوستانی
کے		کا			کا
اس		یہ			یہ
فیصلہ		فیصلہ			فیصلہی
پر		پر			پر
مایوسی		مایوسی			مایوسی
کا		کا			کا
اظہار		اظہار			اظہارہ
کیا		کر			کر
ہے		ہے			ہے
۔		۔			۔
مسٹر		مسٹر			مسٹر
کارنی		کارنی			کارنی
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
مسٹر		مسٹر			مسٹر
ریومر		ریومر			ریومر
کی		کا			کا
دو		دو			دو
سالہ		سالہ			سالہ
معیاد		معیاد			معیاد
کے		کے			کا
دوران		دوران			دوران
اوباما		اوباما			اوباما
نے		نے			نے
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
تعلقات		تعلق			تعلق
کو		کو			کو
کافی		کافی			کافی
آگے		آگے			آگے
بڑھایا		بڑھا			بڑھا
ہے		ہے			ہے
اور		اور			اور
یہ		یہ			یہ
تعلقات		تعلق			تعلق
ہمیشہ		ہمیشہ			ہمیشہ
امریکہ		امریکہ			امریکہے
کی		کا			کا
ترجیح		ترجیح			ترجیح
رہے		رہ			رہ
ہیں		ہے			ہے
۔		۔			۔
امریکہ		امریکہ			امریکہے
کے		کا			کا
خیال		خیال			خیال
مےں		مےں			مےں
ہند		ہند			ہندن
۔		۔			۔
امریکہ		امریکہ			امریکہے
تعلقات		تعلق			تعلق
21		21			21
ویں		ویں			ویں
صدی		صدی			صدی
مےں		مےں			مےں
کافی		کافی			کافی
اہمیت		اہمیت			اہمیتت
کے		کا			کا
حامل		حامل			حامل
ہیں		ہے			ہے
۔		۔			۔
آئی		آئی			آئی
پی		پی			پی
ایل		ایل			ایل
کے		کا			کا
اےک		اےک			اےک
میچ		میچ			میچ
مےں		مےں			مےں
کولکتہ		کولکتہ			کولکتہو
نائیٹ		نائیٹ			نائیٹ
رائیڈرس		رائیڈرس			رائیڈرس
نے		نے			نے
دہلی		دہلی			دہلیت
ڈیر		ڈیر			ڈیرڈ
ڈیولس		ڈیولس			ڈیولس
کو		کو			کو
17		17			17
رنوں		رن			رو
سے		سے			سے
شکست		شکست			شکستت
دے		دے			دے
دی		دے			دے
۔		۔			۔
کولکتہ		کولکتہ			کولکتہو
نے		نے			نے
پہلے		پہلے			پہلے
بیٹنگ		بیٹنگ			بیٹنگو
کرتے		کر			کر
